Name,Age Group,Coat Color,Gender,Extraversion,Dominance,Impulsiveness,Agreeableness,Neuroticism,Adopted,Weighted Score,Adoption Probability
Lilith,Young Adult,Black,Female,5,4,5,5,5,Yes,1.7000000000000002,58.33
Rico,Kitten,Orange,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
Max,Senior,Black,Male,4,4,3,5,3,Yes,1.7,58.33
Nova,Mature Adult,Chocolate Tabby,Female,4,4,2,4,3,Yes,1.5,52.78
Lexi,Kitten,Chocolate Tabby,Female,4,5,2,4,5,No,1.1,41.67
Nikki,Young Adult,Fawn,Female,4,3,3,4,4,Yes,1.5,52.78
Figaro,Mature Adult,Chocolate Tabby,Male,5,3,2,5,4,Yes,2.3000000000000003,75.0
Sheba,Kitten,Fawn,Female,4,4,4,4,2,Yes,1.4000000000000001,50.0
Millie,Kitten,Silver Tabby,Female,4,3,4,4,4,Yes,1.4,50.0
Felicity,Senior,Gray,Female,4,4,5,4,5,No,1.0,38.89
Mittens,Kitten,Black,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Buccatini,Senior,Red Tabby,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Zeke,Mature Adult,Chocolate Tabby,Male,4,5,2,4,4,No,1.2000000000000002,44.44
Anders,Senior,Fawn,Male,5,4,2,5,2,Yes,2.3,75.0
Max,Young Adult,Orange,Male,5,4,2,4,5,Yes,1.7000000000000002,58.33
Arthas,Young Adult,White,Male,4,3,3,4,4,Yes,1.5,52.78
Gatsby,Senior,Gray and White,Male,4,2,4,4,4,Yes,1.6,55.56
Frodo,Mature Adult,Silver Tabby,Male,4,3,3,5,2,Yes,2.0,66.67
Winter,Senior,Black,Female,5,3,3,5,3,Yes,2.3,75.0
Jasnah,Kitten,Orange and White,Female,3,4,4,5,4,No,1.1,41.67
Garrus,Senior,Brown and White Tabby,Male,4,5,4,4,3,No,1.0999999999999999,41.67
Mufasa,Mature Adult,Gray and White,Male,4,3,3,6,3,Yes,2.2,72.22
Petunia,Mature Adult,Tortoiseshell,Female,5,4,3,5,3,Yes,2.0999999999999996,69.44
Jasper,Young Adult,Red,Male,4,4,3,5,3,Yes,1.7,58.33
Clawde,Mature Adult,Orange and White,Male,4,3,4,5,3,Yes,1.8,61.11
Dante,Mature Adult,Black and White,Male,3,3,2,5,2,Yes,1.7000000000000002,58.33
Wanda,Senior,Dilute Tortoiseshell,Female,5,4,4,4,4,Yes,1.6,55.56
Winnie,Young Adult,Gray Tabby,Female,4,4,3,5,2,Yes,1.8,61.11
Leliana,Senior,Orange and White,Female,4,4,2,5,2,Yes,1.9000000000000001,63.89
Mischief,Young Adult,Dilute Tortoiseshell,Female,4,4,3,5,3,Yes,1.7,58.33
Piper,Mature Adult,Black,Female,4,4,3,5,3,Yes,1.7,58.33
Fergus,Senior,Red Tabby,Male,3,6,3,3,3,No,0.2999999999999998,19.44
Callie,Mature Adult,Dilute Tortoiseshell,Female,5,5,5,5,3,Yes,1.7,58.33
Kona,Mature Adult,Red,Male,4,5,4,5,4,No,1.3000000000000003,47.22
Figaro,Senior,Gray,Male,5,3,2,5,3,Yes,2.4000000000000004,77.78
Calypso,Kitten,Tortoiseshell,Female,5,5,3,5,4,Yes,1.8000000000000003,61.11
Eden,Kitten,Orange,Female,3,3,3,4,4,No,1.1,41.67
Kaladin,Mature Adult,Red Tabby,Male,4,3,4,4,5,No,1.2999999999999998,47.22
Enzo,Kitten,Chocolate,Male,5,3,3,5,3,Yes,2.3,75.0
Dorian,Senior,Lilac,Male,4,5,3,4,5,No,1.0,38.89
Izzy,Senior,Dilute Torbie,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Nila,Young Adult,Gray Tabby,Female,5,4,4,4,4,Yes,1.6,55.56
Cleo,Young Adult,Dilute Torbie,Female,4,3,3,4,4,Yes,1.5,52.78
Sasha,Senior,Black,Female,4,5,3,3,3,No,0.8999999999999999,36.11
Natasha,Young Adult,Orange,Female,4,3,4,4,3,Yes,1.4999999999999998,52.78
Nico,Young Adult,Cream Tabby,Male,4,3,3,4,3,Yes,1.5999999999999999,55.56
Luna,Mature Adult,Torbie,Female,5,4,3,4,5,Yes,1.5999999999999996,55.56
Patch,Senior,Cinnamon,Male,5,5,4,4,4,Yes,1.4,50.0
Kona,Young Adult,Red Tabby,Male,4,4,3,4,5,No,1.2,44.44
Fritz,Young Adult,Gray,Male,5,4,7,5,4,Yes,1.6,55.56
Sassy,Senior,Dilute Tortoiseshell,Female,5,4,4,5,3,Yes,1.9999999999999998,66.67
Tasha,Kitten,Cream,Female,3,3,2,5,3,Yes,1.6,55.56
Blossom,Senior,Cream Tabby,Female,4,5,4,4,5,No,0.8999999999999999,36.11
Winter,Kitten,Red Tabby,Male,3,4,3,5,3,No,1.3,47.22
Kaladin,Senior,Chocolate,Male,4,4,4,4,5,No,1.1,41.67
Dorian,Kitten,Fawn,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Cricket,Mature Adult,White,Male,5,4,5,5,2,Yes,2.0,66.67
Mufasa,Senior,Orange and White,Male,3,5,3,5,4,No,1.0,38.89
Leo,Mature Adult,Lilac,Male,4,3,3,3,4,No,1.1999999999999997,44.44
Bitsy,Senior,Cream Tabby,Female,5,4,4,4,5,Yes,1.5,52.78
Pumpkin,Senior,Lilac Tortoiseshell,Female,5,3,3,4,4,Yes,1.9,63.89
Callie,Senior,Brown and White Tabby,Female,4,5,5,5,4,No,1.2000000000000002,44.44
Bella,Senior,Cream,Female,4,4,4,3,4,No,0.8999999999999998,36.11
Jerry,Young Adult,Chocolate and White,Male,4,3,4,4,3,Yes,1.4999999999999998,52.78
Arthas,Mature Adult,Chocolate and White,Male,4,4,4,5,4,Yes,1.5,52.78
Liara,Mature Adult,Dilute Tortoiseshell,Female,4,4,5,5,2,Yes,1.6,55.56
Romeo,Senior,Gray and White,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Chai,Young Adult,Gray and White Tabby,Female,5,5,5,3,4,No,0.9999999999999999,38.89
Betsy,Senior,Orange and White,Female,4,4,2,4,4,Yes,1.4,50.0
Vikki,Mature Adult,Chocolate and White,Female,5,4,5,4,5,Yes,1.4,50.0
Rico,Kitten,Chocolate,Male,4,4,3,4,3,Yes,1.4,50.0
Tilly,Mature Adult,Chocolate and White,Female,4,3,5,5,4,Yes,1.6,55.56
Sassy,Young Adult,Cinnamon,Female,4,4,4,3,4,No,0.8999999999999998,36.11
Arwen,Young Adult,Gray,Female,5,4,4,4,5,Yes,1.5,52.78
Boots,Young Adult,Gray,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Atticus,Young Adult,Gray and White,Male,4,3,3,4,4,Yes,1.5,52.78
Wanda,Young Adult,Gray Tabby,Female,4,4,4,5,4,Yes,1.5,52.78
Cricket,Kitten,Cinnamon,Male,4,3,3,5,2,Yes,2.0,66.67
Apollo,Kitten,Brown and White Tabby,Male,4,3,4,5,3,Yes,1.8,61.11
Enzo,Mature Adult,Silver Tabby,Male,4,5,4,4,2,No,1.2,44.44
Atlas,Kitten,Lilac,Male,4,5,3,5,3,Yes,1.5,52.78
Kona,Young Adult,Gray and White Tabby,Male,5,3,3,6,2,Yes,2.6999999999999993,86.11
Enzo,Senior,Black and White,Male,5,5,4,5,5,Yes,1.6,55.56
Atticus,Mature Adult,Cinnamon,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Cielo,Mature Adult,Gray and White Tabby,Male,5,4,6,5,3,Yes,1.7999999999999996,61.11
Alistair,Kitten,Gray and White Tabby,Male,5,5,4,5,3,Yes,1.8,61.11
Bilbo,Kitten,Cream Tabby,Male,4,5,4,4,4,No,0.9999999999999999,38.89
Tali,Kitten,Cream,Female,5,4,4,4,3,Yes,1.7,58.33
Oreo,Young Adult,Gray and White,Female,5,7,6,5,3,No,1.1999999999999997,44.44
Rick,Young Adult,Brown and White Tabby,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Ivy,Mature Adult,Black and White,Female,4,5,3,5,3,Yes,1.5,52.78
Aloy,Kitten,Black and White,Female,3,5,4,4,3,No,0.7,30.56
Gatsby,Young Adult,Cream,Male,4,3,2,3,4,No,1.2999999999999998,47.22
Chester,Young Adult,White,Male,5,3,4,6,3,Yes,2.5,80.56
Garrus,Mature Adult,Fawn,Male,4,3,4,4,2,Yes,1.5999999999999999,55.56
Lilith,Kitten,Chocolate,Female,4,3,2,5,4,Yes,1.9,63.89
Sylvanas,Young Adult,Gray and White,Female,5,5,4,6,3,Yes,2.0999999999999996,69.44
Atlas,Kitten,Silver Tabby,Male,4,4,4,4,5,No,1.1,41.67
Rico,Young Adult,Black,Male,3,3,3,3,5,No,0.7,30.56
Leo,Mature Adult,White,Male,3,4,3,4,4,No,0.9,36.11
Rogue,Young Adult,Red Tabby,Female,4,3,2,3,4,No,1.2999999999999998,47.22
Navani,Senior,Black,Female,4,4,4,3,4,No,0.8999999999999998,36.11
Freya,Senior,Chocolate and White,Female,4,4,3,4,5,No,1.2,44.44
Nova,Young Adult,Red Tabby,Female,5,4,4,4,4,Yes,1.6,55.56
Oreo,Kitten,Cream,Male,5,4,3,4,5,Yes,1.5999999999999996,55.56
Hunter,Young Adult,Chocolate,Male,5,5,5,4,5,No,1.2,44.44
Tater,Young Adult,Gray and White,Male,4,4,3,6,2,Yes,2.0999999999999996,69.44
Cooper,Mature Adult,Orange,Male,4,5,2,4,4,No,1.2000000000000002,44.44
Lily,Senior,Cream Tabby,Female,4,2,2,5,3,Yes,2.2,72.22
Callie,Young Adult,Torbie,Female,5,6,3,3,4,No,0.9999999999999997,38.89
Cosmo,Mature Adult,Lilac,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Catsanova,Senior,White,Male,5,3,4,6,3,Yes,2.5,80.56
Lily,Senior,Orange and White,Female,4,4,3,4,3,Yes,1.4,50.0
Lucky,Kitten,Gray and White Tabby,Male,4,4,3,3,4,No,0.9999999999999999,38.89
Parsnip,Senior,Dilute Tortoiseshell,Female,4,4,2,5,5,Yes,1.6,55.56
Linguine,Kitten,Cream,Male,5,3,3,4,4,Yes,1.9,63.89
Macaroni,Mature Adult,Fawn,Male,4,3,4,4,4,Yes,1.4,50.0
Jasper,Mature Adult,Lilac,Male,4,4,3,5,4,Yes,1.6,55.56
Reptar,Kitten,Lilac,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Maximus,Mature Adult,Chocolate,Male,5,5,3,4,3,Yes,1.5999999999999999,55.56
Figaro,Mature Adult,Gray and White Tabby,Male,4,4,5,5,3,Yes,1.5,52.78
Clawde,Young Adult,Silver Tabby,Male,5,4,5,4,4,Yes,1.5,52.78
Wanda,Young Adult,Gray,Female,4,4,4,4,5,No,1.1,41.67
Zoe,Senior,Tortoiseshell,Female,5,4,5,5,3,Yes,1.9000000000000001,63.89
Jasnah,Young Adult,Black and White,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Libby,Mature Adult,Brown and White Tabby,Female,4,4,3,3,5,No,0.8999999999999999,36.11
Starlight,Senior,Orange and White,Female,3,4,3,4,3,No,1.0,38.89
Latte,Young Adult,Red Tabby,Male,5,4,3,4,3,Yes,1.7999999999999996,61.11
Rogue,Young Adult,Gray and White,Male,5,4,3,5,4,Yes,2.0,66.67
Molly,Senior,Silver Tabby,Female,5,4,4,4,5,Yes,1.5,52.78
Basil,Young Adult,Cream,Male,4,5,4,4,4,No,0.9999999999999999,38.89
Wanda,Young Adult,Cream,Female,5,3,5,4,4,Yes,1.6999999999999997,58.33
Ruby,Kitten,Gray and White Tabby,Female,4,4,3,4,4,No,1.2999999999999998,47.22
Linguine,Young Adult,Lilac,Male,5,3,3,6,2,Yes,2.6999999999999993,86.11
Reptar,Kitten,Cinnamon,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Spike,Kitten,Gray,Male,5,5,5,5,3,Yes,1.7,58.33
Princess,Mature Adult,Lilac Tortoiseshell,Female,4,3,2,5,3,Yes,1.9999999999999998,66.67
August,Senior,Cream,Male,4,3,3,5,2,Yes,2.0,66.67
Daisy,Mature Adult,Red,Female,4,3,3,4,4,Yes,1.5,52.78
Sierra,Kitten,Orange and White,Female,4,4,3,5,3,Yes,1.7,58.33
Clawdia,Senior,Black and White,Female,5,5,3,4,4,Yes,1.5,52.78
Scout,Kitten,Orange and White,Male,5,4,5,5,2,Yes,2.0,66.67
Milo,Mature Adult,Gray Tabby,Male,4,6,3,5,3,No,1.2999999999999998,47.22
Lilith,Senior,Black,Female,5,4,3,4,5,Yes,1.5999999999999996,55.56
Trouble,Kitten,Chocolate,Male,5,5,4,5,4,Yes,1.7000000000000002,58.33
Mordin,Senior,Orange and White,Male,4,3,4,4,4,Yes,1.4,50.0
Nico,Kitten,Cream,Male,4,4,5,5,4,Yes,1.4,50.0
Dora,Young Adult,Red Tabby,Female,4,4,5,4,4,No,1.1,41.67
Pancake,Senior,Lilac Tortoiseshell,Female,5,4,4,4,4,Yes,1.6,55.56
Furman,Young Adult,Cream Tabby,Male,5,4,3,4,3,Yes,1.7999999999999996,61.11
Blossom,Mature Adult,Gray and White Tabby,Female,4,3,3,5,4,Yes,1.8000000000000003,61.11
Acorn,Senior,Chocolate,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Wit,Kitten,White,Male,5,4,3,4,4,Yes,1.6999999999999997,58.33
Binx,Senior,Gray,Male,5,5,5,3,4,No,0.9999999999999999,38.89
Binx,Senior,Lilac,Male,5,4,3,5,4,Yes,2.0,66.67
Starlight,Senior,Red Tabby,Female,5,3,3,6,2,Yes,2.6999999999999993,86.11
Blossom,Senior,Gray Tabby,Female,4,3,3,5,2,Yes,2.0,66.67
Celeste,Kitten,Gray Tabby,Female,4,4,4,5,2,Yes,1.7,58.33
Mordin,Mature Adult,Red,Male,5,3,2,4,3,Yes,2.0999999999999996,69.44
Ash,Senior,Chocolate,Male,3,5,3,4,4,No,0.7000000000000001,30.56
Orion,Mature Adult,Red,Male,5,4,4,4,4,Yes,1.6,55.56
Lexi,Mature Adult,Silver Tabby,Female,5,5,3,6,3,Yes,2.2,72.22
Frodo,Young Adult,Gray and White Tabby,Male,4,4,4,5,4,Yes,1.5,52.78
Minerva,Kitten,Lilac,Female,5,5,4,4,4,Yes,1.4,50.0
Matcha,Senior,Black,Female,5,3,4,6,2,Yes,2.5999999999999996,83.33
Luna,Senior,Dilute Torbie,Female,4,3,3,5,5,Yes,1.7000000000000002,58.33
Dolly,Mature Adult,Brown and White Tabby,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Snickers,Young Adult,Tortoiseshell,Female,4,3,4,6,2,Yes,2.1999999999999997,72.22
Sasha,Kitten,Lilac Tortoiseshell,Female,5,5,4,5,3,Yes,1.8,61.11
Garrus,Senior,Gray Tabby,Male,4,2,2,3,4,Yes,1.5,52.78
Atlas,Mature Adult,Brown and White Tabby,Male,5,5,5,5,3,Yes,1.7,58.33
Kiwi,Young Adult,Lilac,Female,5,5,5,5,3,Yes,1.7,58.33
Dora,Senior,Silver Tabby,Female,3,3,3,5,2,Yes,1.6,55.56
Soju,Kitten,Chocolate Tabby,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Avery,Young Adult,Lilac,Female,3,3,3,4,4,No,1.1,41.67
Pistachio,Kitten,Red,Female,3,4,2,5,2,Yes,1.5000000000000002,52.78
Cielo,Kitten,Chocolate Tabby,Male,5,4,4,5,4,Yes,1.9,63.89
Parsnip,Young Adult,Gray and White Tabby,Female,5,3,5,5,2,Yes,2.1999999999999997,72.22
Marshmallow,Kitten,Red,Female,4,3,3,4,4,Yes,1.5,52.78
Pi ,Mature Adult,Cinnamon,Female,4,4,5,4,2,No,1.3,47.22
Peanut,Senior,White,Male,4,4,3,6,2,Yes,2.0999999999999996,69.44
Kodi,Young Adult,Orange,Male,5,6,4,4,5,No,1.0999999999999996,41.67
Noodle,Senior,Silver Tabby,Male,4,4,4,5,3,Yes,1.5999999999999999,55.56
Cordelia,Kitten,Torbie,Female,4,4,5,5,3,Yes,1.5,52.78
Duchess,Mature Adult,Dilute Calico,Female,4,4,3,5,4,Yes,1.6,55.56
Cielo,Mature Adult,Brown and White Tabby,Male,4,4,4,5,2,Yes,1.7,58.33
Nola,Mature Adult,Cinnamon,Female,5,4,3,4,4,Yes,1.6999999999999997,58.33
Nikki,Senior,Gray and White,Female,4,4,4,5,2,Yes,1.7,58.33
Tulip,Young Adult,Gray Tabby,Female,5,4,4,3,5,No,1.1999999999999997,44.44
Coffee,Senior,Dilute Torbie,Female,4,4,4,5,4,Yes,1.5,52.78
Vesper,Kitten,Lilac,Female,4,3,4,4,4,Yes,1.4,50.0
Catsanova,Mature Adult,Orange,Male,4,3,3,3,5,No,1.0999999999999999,41.67
Navani,Kitten,Red,Female,4,4,4,3,5,No,0.7999999999999998,33.33
Neil,Mature Adult,Brown and White Tabby,Male,4,3,3,5,4,Yes,1.8000000000000003,61.11
Rogue,Mature Adult,Calico,Female,5,3,2,5,4,Yes,2.3000000000000003,75.0
Zevran,Senior,Chocolate Tabby,Male,4,4,4,4,3,No,1.3,47.22
Dora,Kitten,Fawn,Female,5,4,6,4,3,Yes,1.4999999999999998,52.78
Oreo,Mature Adult,Gray and White,Male,4,3,4,3,4,No,1.1,41.67
Kiwi,Senior,Cream Tabby,Female,5,4,4,4,4,Yes,1.6,55.56
Bagel,Young Adult,Chocolate,Male,5,5,5,4,4,No,1.2999999999999998,47.22
Navani,Senior,Cream Tabby,Female,4,3,4,2,5,No,0.7,30.56
Soju,Mature Adult,Chocolate and White,Male,3,5,4,3,4,No,0.30000000000000004,19.44
Jasmine,Senior,Orange and White,Female,4,4,4,3,4,No,0.8999999999999998,36.11
Boots,Mature Adult,Gray and White,Male,4,5,4,4,4,No,0.9999999999999999,38.89
Rick,Mature Adult,Gray Tabby,Male,5,4,3,5,2,Yes,2.1999999999999997,72.22
Maddy,Mature Adult,Brown and White Tabby,Female,4,4,3,5,4,Yes,1.6,55.56
Evie,Young Adult,Gray and White,Female,4,2,2,3,5,Yes,1.4000000000000001,50.0
Linguine,Young Adult,Chocolate and White,Male,5,5,4,4,4,Yes,1.4,50.0
Poppy,Young Adult,Tortoiseshell,Female,4,5,4,4,4,No,0.9999999999999999,38.89
Buccatini,Senior,Gray and White Tabby,Male,3,4,4,3,3,No,0.6,27.78
Snickers,Young Adult,Brown and White Tabby,Male,5,4,4,5,4,Yes,1.9,63.89
Adolin,Young Adult,Gray and White Tabby,Male,4,4,4,4,3,No,1.3,47.22
Avery,Senior,Gray,Female,5,4,4,6,3,Yes,2.3,75.0
Simba,Young Adult,Chocolate and White,Male,3,3,4,4,3,No,1.0999999999999999,41.67
Norbert,Young Adult,Cream Tabby,Male,3,4,3,5,4,No,1.2000000000000002,44.44
Minerva,Kitten,Silver Tabby,Female,5,5,3,3,4,No,1.1999999999999997,44.44
Peaches,Mature Adult,Gray Tabby,Female,5,4,3,5,4,Yes,2.0,66.67
Jinx,Senior,Brown and White Tabby,Female,4,5,5,4,4,No,0.9,36.11
Sheba,Kitten,Lilac,Female,5,7,5,5,4,No,1.1999999999999997,44.44
Rogue,Kitten,Lilac,Male,4,5,3,5,4,Yes,1.4,50.0
Vesper,Kitten,Gray and White,Male,4,4,4,5,4,Yes,1.5,52.78
Cosmo,Mature Adult,Gray and White,Male,5,6,4,5,5,Yes,1.4,50.0
Sushi,Young Adult,Chocolate Tabby,Male,4,3,2,5,4,Yes,1.9,63.89
Bella,Kitten,Dilute Calico,Female,5,3,2,5,1,Yes,2.6,83.33
Scout,Kitten,Red,Male,4,3,3,4,5,Yes,1.4,50.0
Nico,Young Adult,Cream,Male,4,3,4,5,3,Yes,1.8,61.11
Nikki,Mature Adult,White,Female,4,3,3,5,3,Yes,1.9000000000000001,63.89
Felix,Senior,Red Tabby,Male,5,5,3,5,4,Yes,1.8000000000000003,61.11
Waffles,Senior,Chocolate Tabby,Male,5,4,3,4,3,Yes,1.7999999999999996,61.11
Bilbo,Young Adult,Brown and White Tabby,Male,4,3,3,6,2,Yes,2.3,75.0
Cullen,Young Adult,Gray and White Tabby,Male,4,4,5,4,3,No,1.2,44.44
Atlas,Senior,Gray Tabby,Male,4,6,5,4,4,No,0.6999999999999998,30.56
Wilson,Mature Adult,White,Male,4,3,4,5,4,Yes,1.7000000000000002,58.33
Jasnah,Kitten,Dilute Calico,Female,4,4,3,5,3,Yes,1.7,58.33
Nola,Kitten,Tortoiseshell,Female,4,4,3,5,3,Yes,1.7,58.33
Avi,Young Adult,Black,Male,4,3,3,5,3,Yes,1.9000000000000001,63.89
Orion,Kitten,Lilac,Male,4,4,4,3,5,No,0.7999999999999998,33.33
Clawdia,Mature Adult,Silver Tabby,Female,5,3,4,4,4,Yes,1.7999999999999998,61.11
Jinx,Kitten,Cream Tabby,Male,4,4,3,4,5,No,1.2,44.44
Max,Kitten,Red Tabby,Male,4,3,2,5,2,Yes,2.0999999999999996,69.44
Lenny,Young Adult,Chocolate,Male,4,3,4,4,4,Yes,1.4,50.0
Sierra,Mature Adult,Orange and White,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Nemo,Mature Adult,Cream,Male,3,3,2,4,3,No,1.3,47.22
Bianca,Young Adult,Cinnamon,Female,4,6,5,5,4,No,0.9999999999999999,38.89
Gimli,Mature Adult,Orange and White,Male,4,4,4,6,3,Yes,1.8999999999999997,63.89
Jasmine,Kitten,Silver Tabby,Female,5,5,5,5,3,Yes,1.7,58.33
Cleocatra,Mature Adult,Cream,Female,4,5,3,5,3,Yes,1.5,52.78
Jasper,Kitten,Chocolate,Male,5,4,3,3,4,Yes,1.4,50.0
Jinxy,Young Adult,Lilac Tortoiseshell,Female,5,4,3,5,3,Yes,2.0999999999999996,69.44
Nugget,Young Adult,Black and White,Male,3,3,3,4,6,No,0.8999999999999999,36.11
Eden,Mature Adult,Red Tabby,Female,5,3,3,5,3,Yes,2.3,75.0
Fritz,Mature Adult,Orange and White,Male,5,4,3,5,3,Yes,2.0999999999999996,69.44
Anders,Kitten,Silver Tabby,Male,5,4,4,4,4,Yes,1.6,55.56
Portia,Kitten,Chocolate and White,Female,4,3,3,4,4,Yes,1.5,52.78
Cosmo,Young Adult,Red Tabby,Male,4,5,3,4,3,No,1.2,44.44
Soju,Mature Adult,Lilac,Male,3,4,2,5,3,Yes,1.4000000000000001,50.0
Ruby,Mature Adult,Gray,Female,4,3,4,5,3,Yes,1.8,61.11
Nero,Kitten,Gray Tabby,Male,5,4,2,4,5,Yes,1.7000000000000002,58.33
Lenny,Young Adult,Cream Tabby,Male,4,3,3,5,2,Yes,2.0,66.67
Hattie,Senior,Cream,Female,4,4,2,5,3,Yes,1.8,61.11
Piper,Kitten,Dilute Calico,Female,4,4,4,4,2,Yes,1.4000000000000001,50.0
Bagel,Young Adult,Gray and White Tabby,Male,5,3,4,4,5,Yes,1.6999999999999997,58.33
Gimli,Mature Adult,Cream,Male,4,4,4,5,4,Yes,1.5,52.78
Chai,Mature Adult,Silver Tabby,Female,3,3,2,4,4,No,1.2000000000000002,44.44
Sierra,Kitten,Cream Tabby,Female,4,3,6,4,2,Yes,1.4,50.0
Atticus,Young Adult,Red,Male,4,4,3,4,4,No,1.2999999999999998,47.22
Winter,Mature Adult,Gray and White Tabby,Female,5,3,4,5,4,Yes,2.1,69.44
Atlas,Young Adult,Chocolate,Male,4,4,4,4,4,No,1.2000000000000002,44.44
Acorn,Kitten,Chocolate and White,Male,4,5,3,4,4,No,1.1,41.67
Mordin,Senior,Orange,Male,3,5,3,5,2,No,1.2000000000000002,44.44
Smudge,Mature Adult,Black,Male,5,5,4,4,4,Yes,1.4,50.0
Max,Mature Adult,Red Tabby,Male,4,5,3,4,3,No,1.2,44.44
Piper,Mature Adult,White,Female,4,4,4,4,3,No,1.3,47.22
Betsy,Senior,Lilac Tortoiseshell,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Sylphrena,Senior,Silver Tabby,Female,3,3,3,2,2,No,0.7,30.56
Nova,Kitten,Gray and White Tabby,Female,4,3,3,4,3,Yes,1.5999999999999999,55.56
Kona,Mature Adult,Cinnamon,Male,5,5,5,5,4,Yes,1.6,55.56
Furman,Kitten,Gray and White Tabby,Male,5,4,5,5,3,Yes,1.9000000000000001,63.89
Ozzy,Senior,Orange,Male,5,4,4,4,4,Yes,1.6,55.56
Winter,Senior,Chocolate,Male,5,5,2,5,4,Yes,1.9,63.89
Flemeth,Young Adult,Dilute Calico,Female,5,5,4,4,4,Yes,1.4,50.0
Neil,Mature Adult,Black,Male,5,5,5,4,5,No,1.2,44.44
Binx,Mature Adult,Cinnamon,Male,4,4,4,5,4,Yes,1.5,52.78
Poppy,Senior,Torbie,Female,4,5,6,5,4,No,1.1,41.67
Bianca,Mature Adult,Orange,Female,4,3,3,4,4,Yes,1.5,52.78
Celeste,Mature Adult,Chocolate Tabby,Female,5,4,5,4,3,Yes,1.5999999999999999,55.56
Bitsy,Kitten,Fawn,Female,4,5,3,4,4,No,1.1,41.67
Jerry,Kitten,Fawn,Male,5,5,5,5,3,Yes,1.7,58.33
Nelson,Senior,Red Tabby,Male,5,4,4,5,3,Yes,1.9999999999999998,66.67
Penny,Senior,Torbie,Female,4,4,4,4,4,No,1.2000000000000002,44.44
Julian,Young Adult,Gray Tabby,Male,4,4,4,4,5,No,1.1,41.67
August,Kitten,Red Tabby,Male,4,5,3,4,5,No,1.0,38.89
Romeo,Senior,Orange and White,Male,5,4,3,5,4,Yes,2.0,66.67
Bella,Kitten,Cinnamon,Female,5,4,4,4,3,Yes,1.7,58.33
Axel,Young Adult,Gray Tabby,Male,5,5,4,5,5,Yes,1.6,55.56
Nora,Kitten,Dilute Torbie,Female,3,3,2,4,5,No,1.1,41.67
Patch,Mature Adult,Lilac,Male,5,4,4,4,4,Yes,1.6,55.56
Mika,Mature Adult,Red,Male,4,4,3,3,5,No,0.8999999999999999,36.11
Noodle,Young Adult,Chocolate and White,Male,5,5,5,5,4,Yes,1.6,55.56
Pumpkin,Mature Adult,Tortoiseshell,Female,5,4,4,5,4,Yes,1.9,63.89
Chester,Kitten,Orange,Male,5,4,5,6,3,Yes,2.2,72.22
Marshmallow,Senior,Chocolate,Female,4,3,3,4,5,Yes,1.4,50.0
Cleocatra,Young Adult,Silver Tabby,Female,5,4,5,5,3,Yes,1.9000000000000001,63.89
Zoe,Senior,Chocolate,Female,5,6,5,5,3,Yes,1.4999999999999998,52.78
Zevran,Young Adult,Silver Tabby,Male,4,4,3,5,2,Yes,1.8,61.11
Vesper,Senior,Orange and White,Male,4,4,3,4,3,Yes,1.4,50.0
Fergus,Senior,Silver Tabby,Male,5,3,4,5,3,Yes,2.2,72.22
Kona,Senior,Gray and White Tabby,Male,5,3,2,5,4,Yes,2.3000000000000003,75.0
Cleo,Young Adult,Tortoiseshell,Female,4,3,5,3,3,No,1.0999999999999999,41.67
Morrigan,Senior,Dilute Tortoiseshell,Female,4,4,4,4,3,No,1.3,47.22
Muffin,Young Adult,Calico,Female,4,4,3,3,4,No,0.9999999999999999,38.89
Kaladin,Mature Adult,Gray Tabby,Male,4,4,3,4,5,No,1.2,44.44
Matcha,Kitten,Gray,Female,4,4,3,4,3,Yes,1.4,50.0
Nugget,Kitten,Gray Tabby,Male,4,3,3,4,5,Yes,1.4,50.0
Chloe,Mature Adult,Gray and White Tabby,Female,4,4,4,5,3,Yes,1.5999999999999999,55.56
Hunter,Mature Adult,Red,Male,5,4,3,5,4,Yes,2.0,66.67
Julian,Mature Adult,Black and White,Male,5,5,3,4,4,Yes,1.5,52.78
Calliope,Kitten,Dilute Calico,Female,5,4,5,5,3,Yes,1.9000000000000001,63.89
Tulip,Young Adult,Dilute Calico,Female,5,6,4,5,4,Yes,1.5,52.78
