Name,Age Group,Coat Color,Gender,Extraversion,Dominance,Impulsiveness,Agreeableness,Neuroticism,Adopted Prediction
Biscuit,Senior,Lilac,Male,5,1,5,6,6,
Nikki,Young Adult,Lilac,Female,5,2,5,3,2,
Dante,Senior,Orange,Male,5,3,5,5,2,
Taffy,Senior,Chocolate Tabby,Female,1,4,2,6,5,
Tilly,Senior,Gray Tabby,Female,5,1,4,6,4,
Luna,Mature Adult,Gray and White,Female,4,1,3,4,6,
Latte,Senior,Fawn,Male,3,4,5,4,5,
Salem,Senior,Gray and White Tabby,Male,3,1,6,9,1,
Maddy,Young Adult,Cream,Female,7,3,4,7,3,
Latte,Mature Adult,Black,Male,2,5,4,3,2,
Bella,Young Adult,Cream,Female,6,1,5,5,1,
Fergus,Senior,Chocolate and White,Male,3,1,5,3,6,
Arwen,Kitten,Gray,Female,4,1,6,4,4,
Wit,Mature Adult,Orange and White,Male,4,4,10,9,4,
Atlas,Mature Adult,White,Male,4,3,8,3,5,
Mufasa,Senior,Chocolate and White,Male,4,1,3,7,5,
Sushi,Senior,Chocolate,Male,1,2,6,6,1,
Katrina,Mature Adult,Cinnamon,Female,3,3,1,7,5,
Peanut,Senior,Gray,Female,4,1,4,2,2,
Nelson,Mature Adult,Black,Male,4,3,1,8,5,
Blossom,Young Adult,Dilute Torbie,Female,4,2,7,3,4,
Vesper,Young Adult,Lilac,Female,7,2,5,8,3,
Dolly,Mature Adult,Silver Tabby,Female,6,3,5,5,1,
Kimchi,Young Adult,Orange,Male,4,4,4,6,4,
Alfred,Young Adult,Chocolate and White,Male,2,2,2,5,7,
Lily,Young Adult,Cream Tabby,Female,1,3,5,5,1,
Molly,Kitten,Torbie,Female,1,1,5,4,2,
Lucy,Kitten,Gray and White,Female,7,1,3,8,4,
Shallan,Young Adult,Red,Female,1,1,6,3,7,
Graham,Young Adult,Fawn,Male,6,1,5,4,5,
Dalinar,Kitten,Orange and White,Male,7,1,4,7,1,
Rogue,Senior,Gray,Male,5,3,2,9,6,
Minerva,Young Adult,Brown and White Tabby,Female,6,3,4,6,5,
Max,Kitten,Silver Tabby,Male,4,3,4,5,1,
Misty,Young Adult,Fawn,Female,2,5,4,6,3,
George,Senior,Fawn,Male,6,1,5,6,2,
Waffles,Senior,Brown and White Tabby,Male,4,7,5,7,2,
Mittens,Senior,Red,Male,3,2,2,4,1,
Penny,Mature Adult,Red,Female,6,6,6,6,4,
Gypsy,Young Adult,Cream,Female,9,1,10,6,3,
Nemo,Young Adult,Chocolate and White,Male,5,4,5,3,4,
Nico,Kitten,Silver Tabby,Male,1,1,3,7,3,
Dante,Young Adult,Red Tabby,Male,5,1,6,5,6,
Felicity,Senior,Lilac,Female,6,7,2,4,3,
Nola,Mature Adult,Dilute Tortoiseshell,Female,6,5,4,9,3,
Poppy,Young Adult,Gray,Female,1,3,7,3,2,
Aurora,Senior,Chocolate and White,Female,8,4,2,6,3,
Noodle,Mature Adult,Gray,Male,4,3,3,4,3,
Dalinar,Mature Adult,Black and White,Male,3,2,6,4,2,
Avi,Kitten,Gray,Male,2,4,4,7,1,
Apollo,Senior,Silver Tabby,Male,3,3,6,5,4,
Cas,Mature Adult,Chocolate Tabby,Male,5,2,4,6,4,
Vikki,Mature Adult,Cinnamon,Female,8,1,6,4,5,
Salem,Mature Adult,Chocolate Tabby,Male,5,3,7,7,4,
Marshmallow,Kitten,Chocolate and White,Male,5,2,3,6,4,
Dante,Mature Adult,White,Male,7,1,3,6,2,
Max,Kitten,Cream,Male,5,1,7,4,4,
Soju,Senior,Orange,Male,4,5,5,8,2,
Evie,Mature Adult,Red,Female,4,5,2,5,2,
Gabe,Kitten,Lilac,Male,7,3,4,4,3,
Morrigan,Kitten,Gray and White,Female,5,1,3,6,1,
Zeke,Senior,Gray,Male,4,7,5,4,1,
Sheba,Senior,Chocolate Tabby,Female,4,2,5,5,5,
Dean,Young Adult,Chocolate,Male,7,5,2,4,4,
Coffee,Mature Adult,Gray and White Tabby,Male,5,4,7,4,6,
Hattie,Senior,Fawn,Female,6,3,4,5,2,
Betsy,Kitten,Black and White,Female,9,5,4,7,5,
Jerry,Mature Adult,Cinnamon,Male,4,5,4,7,4,
Cullen,Senior,Black,Male,4,2,1,10,1,
Kona,Senior,Cinnamon,Male,5,3,4,3,7,
Boots,Mature Adult,Gray and White,Male,6,1,5,10,3,
Beau,Senior,Chocolate Tabby,Male,4,1,2,6,5,
Nova,Kitten,Calico,Female,2,4,1,5,1,
Nacho,Young Adult,Black and White,Male,7,4,7,8,3,
Figaro,Mature Adult,Gray and White,Male,4,1,6,5,7,
Sylvester,Young Adult,Gray and White Tabby,Male,3,3,7,8,5,
Morrigan,Young Adult,Gray,Female,8,5,7,10,4,
Sushi,Young Adult,Fawn,Male,3,5,4,8,4,
Lucy,Kitten,Orange and White,Female,7,7,7,7,3,
Jasnah,Kitten,White,Female,6,3,4,4,6,
Scout,Young Adult,Chocolate and White,Male,3,6,9,4,2,
Dorian,Mature Adult,Chocolate and White,Male,3,2,4,9,3,
Jinx,Young Adult,Chocolate,Male,4,1,3,6,1,
Kaladin,Mature Adult,Cream,Male,5,3,1,4,3,
Marshmallow,Mature Adult,Orange and White,Male,5,4,4,7,2,
Basil,Young Adult,Chocolate and White,Male,4,6,7,8,2,
Loki,Senior,Gray and White,Male,6,1,5,6,5,
Jasmine,Kitten,Red,Female,4,2,2,4,3,
Julian,Young Adult,Red,Male,7,3,4,6,2,
Hendrix,Young Adult,Cinnamon,Male,4,1,3,10,2,
Shadow,Young Adult,Chocolate and White,Male,4,3,6,1,6,
Chester,Mature Adult,Brown and White Tabby,Male,4,1,7,7,4,
Mittens,Senior,Chocolate,Male,2,1,1,7,3,
Delfina,Young Adult,Tortoiseshell,Female,5,2,5,4,4,
Lily,Kitten,Black and White,Female,1,2,4,8,2,
Betsy,Young Adult,Gray and White Tabby,Female,8,6,3,4,4,
Maisy,Senior,Torbie,Female,5,3,5,7,1,
Darla,Young Adult,Red Tabby,Female,4,3,5,10,2,
Cosmo,Young Adult,Cream,Male,5,4,4,7,5,
Nugget,Senior,Chocolate,Male,8,3,6,2,7,
Dante,Mature Adult,Black,Male,3,2,3,4,2,
Tater,Senior,Chocolate and White,Male,7,2,5,2,4,
Mufasa,Kitten,Lilac,Male,9,4,7,3,1,
Axel,Young Adult,Chocolate Tabby,Male,7,7,6,6,2,
Rick,Mature Adult,Lilac,Male,4,4,7,4,6,
Betsy,Kitten,Lilac,Female,6,1,4,3,4,
Avi,Senior,Cream Tabby,Male,10,1,2,6,3,
Kiwi,Senior,Chocolate Tabby,Female,6,5,8,8,4,
Tiger,Mature Adult,Chocolate and White,Male,4,5,6,3,1,
Kona,Kitten,Cinnamon,Male,3,1,8,7,2,
Vikki,Senior,Black,Female,1,6,5,8,1,
Kodi,Kitten,Red Tabby,Male,6,2,4,4,7,
Fergus,Senior,Chocolate Tabby,Male,1,1,3,9,2,
Darla,Kitten,Chocolate Tabby,Female,4,3,7,7,4,
Anna,Young Adult,Dilute Tortoiseshell,Female,5,2,5,3,2,
Waffles,Young Adult,Chocolate Tabby,Male,8,3,6,3,2,
Milo,Kitten,Chocolate,Male,7,3,8,8,3,
Dolly,Mature Adult,Brown and White Tabby,Female,5,4,3,5,2,
Leo,Mature Adult,Gray and White Tabby,Male,6,5,6,3,5,
Kimchi,Young Adult,Chocolate Tabby,Male,2,2,3,7,4,
Dora,Mature Adult,Torbie,Female,3,4,8,7,2,
Waffles,Young Adult,Brown and White Tabby,Male,8,1,3,6,2,
Persephone,Kitten,Chocolate Tabby,Female,10,3,5,3,3,
Oliver,Kitten,Cream,Male,6,1,1,10,6,
Smokey,Senior,Orange and White,Male,10,3,4,5,4,
Furman,Young Adult,Brown and White Tabby,Male,1,5,8,3,2,
Starlight,Senior,Chocolate,Female,3,1,2,5,3,
Gizmo,Young Adult,Cream Tabby,Female,2,3,4,3,4,
Zeke,Mature Adult,Silver Tabby,Male,5,7,6,8,5,
Darla,Senior,Dilute Tortoiseshell,Female,5,6,4,9,6,
Acorn,Young Adult,Gray Tabby,Male,4,4,2,3,2,
Alfred,Kitten,Fawn,Male,5,3,3,4,2,
Bast,Young Adult,Chocolate Tabby,Female,5,2,3,6,8,
Ash,Mature Adult,Gray Tabby,Male,4,3,5,4,6,
Mittens,Senior,Chocolate and White,Male,5,1,2,10,4,
Callie,Kitten,Black and White,Female,3,3,8,4,2,
Lucky,Kitten,Cream Tabby,Male,4,3,5,4,4,
Lilith,Kitten,Dilute Torbie,Female,5,5,4,7,3,
Nala,Mature Adult,Gray and White,Female,2,3,4,10,5,
Sprinkles,Young Adult,Chocolate,Female,4,2,7,8,4,
Kona,Kitten,White,Male,4,1,6,4,2,
Buttercup,Senior,Black,Female,7,5,4,7,5,
Freya,Mature Adult,Calico,Female,1,4,4,4,4,
Ruby,Young Adult,White,Female,4,2,1,7,1,
Smudge,Kitten,Orange and White,Male,7,2,6,5,5,
Waffles,Senior,Black and White,Male,8,2,4,4,1,
Maisy,Mature Adult,Black and White,Female,3,5,8,5,1,
Graham,Senior,Lilac,Male,3,2,7,7,3,
Adolin,Senior,Silver Tabby,Male,2,3,3,5,1,
Avery,Kitten,Lilac,Female,3,2,3,4,7,
Kiwi,Senior,Torbie,Female,7,2,2,9,5,
Cleocatra,Kitten,Black,Female,7,7,3,3,7,
Felix,Young Adult,Red,Male,6,5,2,6,3,
Axel,Young Adult,Orange and White,Male,5,3,9,5,1,
Aurora,Mature Adult,Dilute Calico,Female,4,6,1,8,1,
Zevran,Senior,Brown and White Tabby,Male,3,4,4,6,6,
Alistair,Senior,Gray,Male,3,3,3,6,1,
Cleo,Mature Adult,Orange and White,Female,2,6,3,7,5,
Rogue,Young Adult,White,Male,3,1,5,8,3,
Stitch,Mature Adult,White,Male,2,1,7,3,6,
Sushi,Mature Adult,Cream Tabby,Male,3,3,5,9,2,
Peaches,Kitten,Gray and White,Female,3,1,6,9,1,
Luna,Mature Adult,Cream,Female,2,5,2,6,5,
Lucifer,Mature Adult,Black and White,Male,7,1,6,7,3,
Galadriel,Young Adult,Cinnamon,Female,3,1,4,7,3,
George,Kitten,Brown and White Tabby,Male,6,2,5,7,4,
Nova,Mature Adult,Gray,Female,5,4,3,7,3,
Penny,Kitten,Red,Female,3,2,5,5,5,
Beau,Young Adult,Gray and White Tabby,Male,6,3,3,10,3,
Peaches,Senior,Lilac Tortoiseshell,Female,6,4,3,5,6,
Cordelia,Kitten,Chocolate,Female,4,2,3,2,1,
Wanda,Young Adult,Tortoiseshell,Female,4,2,1,10,3,
Helios,Senior,Orange,Male,3,5,3,3,2,
Maximus,Senior,Gray and White,Male,10,4,5,7,4,
Wilson,Young Adult,Cream,Male,4,7,5,4,1,
Vesper,Mature Adult,Cinnamon,Female,5,7,7,8,1,
Penny,Young Adult,Red,Female,5,3,2,3,3,
Patch,Mature Adult,Lilac,Male,8,3,5,9,4,
Agatha,Senior,White,Female,5,4,1,7,2,
Marshmallow,Senior,Calico,Female,4,3,4,7,3,
Sam,Senior,Gray and White Tabby,Male,3,1,6,5,9,
Sprinkles,Young Adult,Gray Tabby,Female,1,3,3,4,1,
Arwen,Senior,Orange and White,Female,5,2,4,4,2,
Tater,Kitten,Orange,Male,6,2,3,2,3,
Olive,Young Adult,Black and White,Female,3,1,7,6,5,
Chloe,Young Adult,Tortoiseshell,Female,1,1,3,7,2,
Kodi,Young Adult,Silver Tabby,Male,3,2,4,5,7,
Felicity,Senior,Black,Female,6,6,8,5,6,
Tasha,Mature Adult,Gray,Female,5,2,6,7,5,
Felix,Young Adult,Chocolate and White,Male,7,3,3,2,1,
Pumpkin,Young Adult,Red Tabby,Female,3,5,3,6,4,
Marshmallow,Senior,Fawn,Male,3,6,7,4,3,
Navani,Senior,Cream,Female,4,5,2,4,5,
Adolin,Young Adult,Black,Male,6,2,3,6,1,
Waffles,Young Adult,Red Tabby,Male,5,6,7,9,1,
Dorian,Senior,Brown and White Tabby,Male,7,3,2,6,1,
Meg,Senior,Dilute Calico,Female,7,4,3,5,2,
Murphy,Mature Adult,Red Tabby,Female,5,3,3,4,3,
Chloe,Young Adult,Lilac,Female,5,1,6,4,4,
Sylvanas,Young Adult,Gray Tabby,Female,8,5,3,4,3,
Atticus,Kitten,Cream,Male,3,3,5,5,4,
Mordin,Kitten,Gray and White,Male,7,1,5,6,3,
Duchess,Kitten,Chocolate Tabby,Female,5,4,5,4,5,
Julian,Senior,Red Tabby,Male,6,1,4,9,4,
Mittens,Mature Adult,Chocolate Tabby,Male,1,1,4,6,3,
Nico,Young Adult,Red,Male,7,2,3,4,3,
Blossom,Mature Adult,Lilac,Female,1,1,5,8,8,
Chloe,Young Adult,Gray,Female,5,4,1,8,3,
Nero,Senior,Red Tabby,Male,5,1,2,5,4,
Athena,Mature Adult,Cream,Female,4,4,4,6,3,
Alina,Senior,Orange,Female,3,3,6,8,7,
Cosmo,Young Adult,Gray Tabby,Male,3,1,5,6,5,
Alfred,Senior,Fawn,Male,3,2,6,7,8,
Rasha,Mature Adult,Chocolate Tabby,Female,6,2,3,6,6,
Vesper,Kitten,Chocolate,Female,5,2,4,7,6,
Athena,Kitten,Chocolate Tabby,Female,7,1,5,1,3,
Clawde,Mature Adult,Gray Tabby,Male,5,5,3,6,1,
Vikki,Kitten,Black and White,Female,4,2,1,10,5,
Nova,Mature Adult,Orange and White,Female,5,4,5,8,4,
Meg,Mature Adult,Calico,Female,6,1,2,6,6,
Adolin,Mature Adult,Fawn,Male,4,1,5,8,3,
Reptar,Mature Adult,Orange,Male,2,4,4,7,2,
Jasnah,Young Adult,Gray,Female,10,2,5,7,1,
Ivy,Young Adult,Tortoiseshell,Female,1,7,6,4,3,
Katrina,Young Adult,Lilac Tortoiseshell,Female,4,1,5,4,3,
Neo,Young Adult,Cinnamon,Male,5,4,6,5,6,
Graham,Young Adult,Gray Tabby,Male,5,5,3,5,2,
Portia,Mature Adult,Gray and White Tabby,Female,3,3,5,8,6,
Lilo,Mature Adult,Lilac,Female,7,2,5,4,5,
Liara,Senior,Gray and White Tabby,Female,5,5,4,2,1,
Nila,Young Adult,Cream Tabby,Female,3,2,2,9,5,
Sadie,Kitten,Gray,Female,6,2,5,6,2,
Dean,Young Adult,Gray,Male,5,2,7,8,4,
Jinxy,Senior,Fawn,Female,5,1,7,10,2,
Bilbo,Mature Adult,Red,Male,6,1,4,5,3,
Ivy,Senior,Chocolate and White,Female,8,4,4,5,4,
Gypsy,Mature Adult,Black,Female,2,2,6,9,1,
Clawde,Kitten,Gray and White,Male,1,1,6,5,1,
Gatsby,Kitten,Lilac,Male,1,4,4,10,2,
Chester,Young Adult,Chocolate Tabby,Male,7,2,3,6,3,
Arwen,Kitten,Lilac,Female,3,3,2,4,5,
Cas,Kitten,Gray and White Tabby,Male,1,1,6,3,4,
Lilo,Mature Adult,Cream,Female,4,1,6,6,1,
Tiger,Kitten,Lilac,Male,5,5,4,7,3,
Coffee,Mature Adult,Dilute Tortoiseshell,Female,9,1,4,6,2,
Navani,Young Adult,Lilac Tortoiseshell,Female,4,2,1,6,5,
Freya,Young Adult,Dilute Tortoiseshell,Female,5,1,2,8,1,
Dorian,Young Adult,Black,Male,4,2,7,2,6,
Nala,Kitten,Dilute Calico,Female,8,4,3,7,2,
Calliope,Mature Adult,Fawn,Female,3,2,5,6,7,
Linguine,Senior,Gray and White,Male,3,1,3,8,4,
Gizmo,Senior,Dilute Torbie,Female,4,2,7,6,3,
Kitty,Senior,Red,Female,3,2,5,5,8,
Nacho,Kitten,Orange and White,Male,5,4,7,6,4,
Pistachio,Mature Adult,Black and White,Female,7,3,7,6,4,
Nila,Mature Adult,Gray Tabby,Female,5,1,4,7,5,
Atticus,Senior,Black,Male,5,1,7,5,5,
Poppy,Kitten,Calico,Female,6,3,2,8,6,
Ruby,Young Adult,Gray and White,Female,4,2,4,10,8,
Stitch,Senior,Chocolate,Male,5,2,10,8,4,
Penelope,Young Adult,Red Tabby,Female,5,3,7,5,4,
Lily,Young Adult,Dilute Torbie,Female,2,5,6,5,6,
Sasha,Kitten,Red,Female,5,2,5,4,4,
Lucy,Kitten,Fawn,Female,2,1,5,5,5,
Romeo,Senior,Gray Tabby,Male,3,1,8,8,1,
Vesper,Senior,Red,Female,4,1,6,7,7,
Mordin,Kitten,Chocolate and White,Male,8,4,4,7,7,
Taffy,Young Adult,White,Female,3,4,4,4,1,
Natasha,Mature Adult,Orange and White,Female,8,7,6,7,3,
Sylphrena,Senior,Cream,Female,6,5,4,7,5,
Penny,Kitten,Black,Female,5,2,6,6,4,
Fritz,Senior,Chocolate Tabby,Male,2,2,3,7,7,
Marshmallow,Kitten,Gray and White,Male,7,1,3,6,4,
Sierra,Kitten,White,Female,4,1,5,5,6,
Ivy,Mature Adult,Torbie,Female,1,1,4,5,6,
Chestnut,Young Adult,Silver Tabby,Male,8,7,5,7,4,
Zevran,Senior,Lilac,Male,1,4,2,7,3,
Tali,Mature Adult,Cinnamon,Female,5,5,6,3,1,
Catsanova,Senior,Brown and White Tabby,Male,2,3,4,3,4,
Marshmallow,Senior,Orange,Female,2,1,5,6,5,
Pumpkin,Mature Adult,Orange,Female,8,1,8,2,5,
Chloe,Senior,Chocolate Tabby,Female,6,1,5,8,4,
Pi ,Young Adult,Chocolate and White,Female,3,5,7,6,6,
Morrigan,Kitten,Chocolate,Female,3,4,7,6,5,
Loki,Young Adult,Chocolate Tabby,Male,3,5,1,5,7,
Parsnip,Young Adult,Orange,Female,4,1,6,2,5,
Alina,Young Adult,Cinnamon,Female,3,3,6,6,6,
Waffles,Senior,Silver Tabby,Male,4,1,2,3,1,
Matcha,Kitten,Lilac Tortoiseshell,Female,1,1,6,6,8,
Tilly,Kitten,Orange,Female,5,3,6,8,3,
Lilo,Young Adult,Orange and White,Female,2,3,5,7,2,
Nala,Young Adult,Dilute Calico,Female,5,3,3,5,6,
Tilly,Kitten,Calico,Female,4,4,5,2,6,
Calypso,Kitten,Cream Tabby,Female,2,2,2,4,2,
Tater,Kitten,Silver Tabby,Male,6,3,5,1,1,
Anders,Kitten,Red Tabby,Male,4,1,6,6,4,
Mordin,Mature Adult,Orange,Male,1,2,4,5,3,
Penny,Young Adult,Cream,Female,3,2,3,2,1,
Jinxy,Kitten,Chocolate,Female,6,2,4,4,3,
Molly,Mature Adult,Silver Tabby,Female,6,4,4,6,3,
Arwen,Young Adult,Orange and White,Female,5,4,1,4,2,
Axel,Kitten,Gray,Male,3,3,6,7,3,
Pi ,Senior,Red Tabby,Female,7,1,3,1,3,
Salem,Mature Adult,White,Male,4,1,7,6,4,
Kona,Senior,Red,Male,4,2,3,8,6,
Gatsby,Kitten,Cream,Male,9,2,1,4,4,
Jinx,Mature Adult,Fawn,Male,6,2,2,9,7,
Callie,Senior,Dilute Tortoiseshell,Female,6,3,4,4,6,
Waffles,Mature Adult,White,Male,6,2,4,7,3,
Cash,Kitten,Gray and White,Male,5,1,3,8,1,
Wit,Senior,Lilac,Male,6,1,4,4,6,
Zelda,Mature Adult,Gray and White Tabby,Female,8,5,5,6,2,
Agatha,Young Adult,Gray Tabby,Female,4,6,2,5,4,
Betsy,Young Adult,Silver Tabby,Female,6,1,6,4,5,
Nico,Young Adult,White,Male,7,1,4,4,2,
Neptune,Young Adult,White,Male,3,4,10,7,7,
Arthas,Kitten,Cinnamon,Male,4,1,4,7,4,
Nila,Young Adult,Gray and White Tabby,Female,3,2,5,8,2,
Rosie,Kitten,Lilac Tortoiseshell,Female,5,2,2,9,1,
Mordin,Kitten,Chocolate and White,Male,5,1,4,4,3,
Lucifer,Mature Adult,Black,Male,3,2,7,8,5,
Nibbler,Senior,Red,Male,3,5,4,9,1,
Stella,Mature Adult,Red,Female,7,5,4,6,2,
Sylvester,Young Adult,Silver Tabby,Male,3,4,4,6,2,
Winter,Mature Adult,Dilute Calico,Female,6,2,5,1,4,
Anna,Kitten,Silver Tabby,Female,8,1,7,6,3,
Nala,Senior,White,Female,5,1,5,7,7,
Remi,Young Adult,Chocolate,Male,5,4,5,8,1,
Rogue,Mature Adult,Orange and White,Male,3,5,5,3,4,
Dalinar,Kitten,Chocolate,Male,4,1,4,8,1,
Poppy,Senior,Lilac,Female,4,4,3,4,2,
Penelope,Mature Adult,Lilac,Female,8,1,6,7,5,
Dalinar,Kitten,Orange,Male,6,7,2,6,5,
Waffles,Kitten,White,Male,5,4,6,8,7,
Lucifer,Kitten,Red Tabby,Male,1,1,2,5,1,
Libby,Mature Adult,Tortoiseshell,Female,5,2,4,5,4,
Ash,Senior,Gray,Male,5,1,4,4,4,
Agnes,Kitten,Gray Tabby,Female,7,5,5,5,5,
Donut,Senior,Cinnamon,Male,5,1,5,6,3,
Biscuit,Senior,Gray and White,Male,2,2,6,5,1,
Taffy,Mature Adult,Gray,Female,6,4,4,8,2,
Muffin,Kitten,Orange and White,Female,6,3,5,5,4,
Meg,Kitten,Cream Tabby,Female,6,3,7,6,3,
Ash,Young Adult,Silver Tabby,Male,3,2,2,2,2,
Mufasa,Young Adult,Cream,Male,7,1,6,1,4,
Nila,Kitten,Black,Female,6,3,10,3,2,
Sammy,Senior,Orange and White,Male,8,1,3,6,5,
Vesper,Mature Adult,Gray Tabby,Male,7,4,3,2,2,
George,Senior,Black and White,Male,7,4,2,4,4,
Mischief,Young Adult,Lilac Tortoiseshell,Female,6,2,5,7,4,
Reptar,Kitten,White,Male,2,6,1,4,6,
Axel,Senior,Red Tabby,Male,4,1,8,5,6,
Ash,Kitten,Chocolate,Male,5,4,1,6,2,
Sam,Kitten,Brown and White Tabby,Male,3,3,4,9,1,
Loki,Young Adult,Gray and White Tabby,Male,8,4,1,6,3,
Arthas,Senior,Gray and White,Male,2,4,1,6,5,
Winter,Mature Adult,Cream,Male,5,4,5,3,4,
Sam,Senior,Gray and White Tabby,Male,5,2,1,8,3,
Calliope,Senior,Cream,Female,4,2,7,5,1,
Leliana,Mature Adult,Cinnamon,Female,5,1,7,8,7,
Meg,Kitten,Orange and White,Female,3,1,8,5,1,
Sam,Kitten,Brown and White Tabby,Male,1,5,7,7,1,
Basil,Young Adult,Black,Male,5,3,5,6,2,
Pancake,Mature Adult,Gray and White Tabby,Female,3,1,4,7,5,
Mordin,Mature Adult,Gray,Male,6,2,7,6,4,
Macaroni,Senior,Chocolate and White,Male,5,3,7,1,4,
Oliver,Mature Adult,Orange,Male,6,1,4,8,4,
Norbert,Senior,Brown and White Tabby,Male,3,3,8,7,3,
Atlas,Young Adult,White,Male,5,4,4,5,3,
Cielo,Young Adult,Brown and White Tabby,Male,9,2,10,4,5,
Alfred,Kitten,Gray and White,Male,3,4,4,6,1,
Oreo,Young Adult,Tortoiseshell,Female,4,3,2,4,3,
Arwen,Kitten,Cream,Female,1,2,4,4,4,
Maddy,Senior,Cream Tabby,Female,4,4,4,6,6,
Pi ,Mature Adult,Gray Tabby,Female,3,1,3,6,8,
Avi,Senior,Cream,Male,3,1,3,3,1,
Bilbo,Mature Adult,Brown and White Tabby,Male,3,1,4,4,7,
Freya,Mature Adult,Red Tabby,Female,3,5,8,5,5,
Morty,Kitten,Black,Male,1,2,3,2,1,
Stella,Kitten,Dilute Tortoiseshell,Female,2,3,2,6,3,
Natasha,Kitten,Chocolate Tabby,Female,5,1,5,7,3,
Katrina,Young Adult,Gray and White,Female,3,5,7,3,1,
Dora,Kitten,Orange,Female,6,3,5,2,5,
Rosie,Senior,Lilac,Female,6,1,2,5,6,
Anna,Young Adult,Red Tabby,Female,3,3,6,6,3,
Nacho,Mature Adult,Red,Male,9,1,6,7,4,
Enzo,Kitten,Gray and White,Male,6,2,5,8,2,
Noodle,Young Adult,Lilac,Male,5,1,5,3,3,
Wanda,Young Adult,Cinnamon,Female,8,1,7,5,2,
Starlight,Senior,Gray and White,Female,6,4,6,10,5,
Wrex,Mature Adult,Chocolate,Male,4,3,3,7,5,
Waffles,Mature Adult,Gray and White,Male,3,4,5,5,1,
Stella,Kitten,Tortoiseshell,Female,3,4,7,2,6,
Starlight,Mature Adult,Gray Tabby,Female,6,3,3,3,4,
Cosmo,Mature Adult,Red Tabby,Male,2,1,3,9,1,
Max,Kitten,Lilac,Male,3,1,3,7,1,
Shallan,Mature Adult,Gray Tabby,Female,7,2,5,4,8,
Gizmo,Mature Adult,Cream Tabby,Female,4,1,6,1,4,
Felix,Young Adult,Silver Tabby,Male,6,1,2,3,2,
Winter,Senior,Orange,Female,9,1,5,7,5,
Dante,Senior,Chocolate Tabby,Male,2,1,3,6,2,
Suki,Young Adult,Torbie,Female,3,4,4,7,4,
Axel,Kitten,Gray and White Tabby,Male,2,2,5,8,5,
Gimli,Mature Adult,Gray and White,Male,5,7,2,4,2,
Wilson,Mature Adult,Red,Male,3,5,2,7,4,
Nala,Mature Adult,Orange,Female,6,6,5,4,5,
Dolly,Mature Adult,Gray,Female,6,2,1,9,3,
Olive,Young Adult,White,Female,5,2,3,4,3,
Loki,Kitten,Fawn,Male,2,6,5,6,4,
Persephone,Mature Adult,Gray,Female,7,3,7,7,1,
Taffy,Mature Adult,Torbie,Female,4,7,3,5,6,
Piper,Senior,Dilute Tortoiseshell,Female,5,1,5,6,1,
Lucifer,Senior,Orange,Male,3,4,1,5,3,
Neptune,Young Adult,Gray and White,Male,3,5,4,8,8,
Basil,Mature Adult,Cream Tabby,Male,6,3,6,7,1,
Kiwi,Mature Adult,Chocolate,Female,5,2,5,6,6,
Beau,Young Adult,Chocolate and White,Male,2,2,3,8,3,
Wrex,Senior,Black and White,Male,5,4,5,10,1,
Eowyn,Kitten,Black and White,Female,9,5,5,4,3,
Millie,Mature Adult,Dilute Tortoiseshell,Female,6,3,3,1,4,
Ash,Mature Adult,Orange and White,Male,2,5,5,7,1,
Minerva,Mature Adult,Gray and White,Female,3,1,4,8,1,
Garrus,Senior,Lilac,Male,1,2,4,8,4,
Kasumi,Senior,Gray and White,Female,6,1,3,9,3,
Bella,Senior,Lilac,Female,9,1,3,5,4,
Waffles,Mature Adult,Gray and White Tabby,Male,3,5,7,4,1,
Murphy,Young Adult,Chocolate,Male,4,1,5,7,4,
Freya,Kitten,Silver Tabby,Female,6,1,8,7,1,
Gatsby,Kitten,Cream Tabby,Male,7,4,5,6,4,
Chestnut,Kitten,Black,Male,4,2,3,4,5,
Sheba,Senior,Orange and White,Female,6,6,4,5,5,
Navani,Senior,Red Tabby,Female,5,1,8,2,2,
Katrina,Senior,Fawn,Female,3,4,6,4,5,
Figaro,Senior,Gray Tabby,Male,3,1,2,5,4,
Daisy,Kitten,Dilute Tortoiseshell,Female,7,4,2,5,2,
Kiwi,Kitten,Calico,Female,6,2,2,6,6,
Marshmallow,Young Adult,Black and White,Female,7,3,7,8,5,
Blossom,Kitten,Gray,Female,9,1,6,9,1,
Zevran,Mature Adult,Gray,Male,5,1,10,5,2,
Kona,Senior,Gray Tabby,Male,3,7,3,6,5,
Chai,Mature Adult,Fawn,Female,6,1,6,7,5,
Alina,Senior,Chocolate Tabby,Female,5,1,5,4,2,
Tiger,Mature Adult,Fawn,Male,6,2,6,9,3,
Chester,Kitten,Gray and White,Male,7,3,3,6,4,
Suki,Mature Adult,Fawn,Female,6,4,6,5,2,
Vesper,Young Adult,Red,Male,2,4,5,3,2,
Callie,Mature Adult,Red,Female,5,6,3,5,3,
Rico,Mature Adult,Gray,Male,3,1,7,4,4,
Liara,Kitten,Gray and White,Female,4,1,3,2,3,
Morty,Mature Adult,Red,Male,3,1,4,5,2,
Helios,Mature Adult,Orange,Male,5,6,8,5,5,
Cricket,Kitten,Orange and White,Male,4,1,7,4,5,
Celeste,Kitten,Fawn,Female,5,4,5,10,1,
Sushi,Mature Adult,Chocolate,Male,5,2,4,5,2,
Copurrnicus,Young Adult,White,Male,8,1,6,2,2,
